Class,Data
-1,Chất lượng sản phẩm rất kém. cửa hàng biết cái kẹp bị gãy thanh gài lò xo nhưng vẫn cố tình gửi đi. Có 14k thôi biết là tiền nào của nấy nhưng đúng là mua bực vào người. Nói chung không nên mua.
1,Dép êm đẹp giá rẻ cửa hàng gói hàng hơi chặt quá @@ giao đúng và đủ hàng em cảm ơn cửa hàng
-1,Hang chua onrút kinh nghiệm lần sau
1,Sony chất lượng ảnh tốt hơn thì phải.
-1,"cac ban nen tu bo cai hang sony nay di , vi no thua kem ve moi hinh thuc , minh thay tot nhat không nen mua ."
-1,"Không nên đến đây ăn vì1) Phụ vụ chậm và khó chịu với khách 2) Chỗ ngồi khói ngộp 3) Đồ ăn có mấy món không đôm thêm món mới 4) Hoàn toàn không có hải sản,chỉ gồm: heo,gà là nhìu và 1 món bò ..Nêm rất mặn 5) Nếu mua voucher thì bước vô đã tính vat thẻ vào ăn mà đến nước cũng tính."
1,Đợi mòn mỏi dài cổ ms nhận được giày. Nhưng mà ưng cái bụng lắm nhé.  không  uổng công chờ đợi..😃😃😃😃😃😃😃
-1,lúc cần mua thì hết hàng phải mua bên lazada rất là bực mình
1,Rất ngon nhé shopvi mặn ngọt đậm đà như vị mình thíchdùng hết ủng hộ tiếp.
1,Đẹp 😍 chỉ mỗi cái gặp phải ông shipper thấy ghét 😯
1,Dép đẹp lắm nha shop. Cám ơn cửa hàng nhé.
-1,Chất lượng sản phẩm kém Chất lượng sản phẩm kém 2 chỗ bị nứt liền kẹp 3 bữa chắc vỡ luôn
1,Dây đẹp bóng đóng gói chắc chắn giao hàng nhanh tư vấn tận tình cám ơn cửa hàng nhiều nhé
-1,Đóng gói rất tệ dán băng keo trực tiếp lên 2 thùng làm giảm hẳn giá trị sp thùng bánh thì bìa mỏng manh nên móp méo bánh bên trong cũng dẹp lép theo. Ăn cũng cảm thấy không yên tâm huống gì mang đi cho tặng. cửa hàng nên thay đổi cách đóng gói!
1,Giao hàng nhanh chuẩn màu Đóng gói sản phẩm rất đẹp và chắc chắn
1,samsung làm chủ dây truyền và công nghệ ho tha hồ ra sản phẩm.iphon muốn làm cái vỏ cũng phải đi thuê hãng khác làm
-1,Dép đi đau chân giá sale rồi vẫn đắt
-1,máy trung quốc mà quảng cáo nokia
1,Cay qua không the an duoc
1,Giày kiểu dáng đẹp Đóng gói sản phẩm rất đẹp và chắc chắn chất lượng tốt
-1,cửa hàng phục vụ rất kém Rất không đáng tiềnGiao thiếu không nói với khách khách kêu bù lại không bù biểu đặt thêm mới bù xin số điện thoại bảo nạp tiền bù rồi không nạp. Buôn bán phải để người ta quay lại với mình đừng để người ta quay lưng với mình cửa hàng nhé. Không bao giờ mua thêm.
1,Đóng gói sản phẩm rất đẹp và chắc chắn. Giao hàng nhanh. cảm ơn Shop!
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn!! ^^
1,Nhận được hàng của cửa hàng sp đẹp y hình rất thích
-1,Các trang sách bị dính nhau gỡ ra thì bị rách các trang bị bẩn xước rất nhiều
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm tạm được cửa hàng phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh
1,Máy chất lượng tốt chính hãng Tư vấn mua máy nhiệt tình giao hàng nhanh!
1,Chất lượng sản phẩm tuyệt vời đã an thu và thay ngon . Giá cả họp lý . Xem ủng hộ cửa hàng
1,Đóng gói sản phẩm rất đẹp và chắc chắn Chưa test thử nhưng thấy rất tốt
1,Chất lượng sản phẩm tuyệt vời. Sản phẩm đáng mua. Dùng sóng rất khỏe.
-1,đã nhận được hàng. cảm ơn cửa hàng nhé
1,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn. Date mới túi bỉm không rách không ẩm . Mình sẽ mua dài dài
-1,Hàng không nhãn mác và bao bì và không phải của Aiko như quảng cáo.
1,Giao hang nham cho minh roi mình chọn b04 và b11 là màu sao cửa hàng gui cho mình B03b08 màu xanh và màu tím
1,Chất lượng sản phẩm tuyệt vời.đong goi tam ỗn.
-1,Chất lượng sản phẩm rất kém Chuột chưa bấm đã không kêu tạch tạch :((
1,Chat luong sp tuyet voidong goi chac chanshop phuc vu tot.se ung ho dai dai
1,Giày rất đẹp mềm êm. Mình khó tính nhưng cũng rất ưng ý. Nói chung là rẻ và đẹp. Đáng tiền. Nhưng đóng gói qua loa suýt nữa thì mất form dáng giày cửa hàng nên chú ý hơn về khoản đóng gói
-1,"Máy gọn nhẹ dùng ngon chịu khó ấn vô da cạo mới sạch hơn.Mua lúc khuyến mãi còn 300k, bạn bè thấy cũng thích. Nói chung là OK, nhưng tiki nên bán thêm lưỡi thay hoặc cho địa chỉ mua. Nhận xét gì mà phải tối thiểu 50 từ. Bất hợp lý!"
-1,Hàng mua xong ăn rất dở so với mua bên ngoài( Circle  không  hoặc các cửa hang khác) mọi người không nên mua.
1, không  phải auth. Mình dùng bị nổi mẩn đỏ
1,"Chất lượng sản phẩm tuyệt vời, sẽ ủng hộ cửa hàng"
1,Vải xót quá giống nilon quá ạ bé mặc thấy xót
-1,Tôi đã rất hồng hồng nhan loạn ngay từ khi sách sắp xuất bản . Bìa đẹp nội dung giới thiệu qua thì thấy khá hay . Nhưng sau khi đọc xong tập 1 tôi phải khen rằng nhà xuất bản đã hoàn thiện rất tốt khâu PR . Tôi mong chờ câu chuyện sẽ hấp dẫn kịch tính hơn chứ không tẻ nhạt và nhàm chán như thế này . Biết là nữ chính đẹp nhưng tác giả cứ nhắc đi nhắc lại là nàng đẹp nghiêng nước nàng đẹp nghiêng thành nghe hoài cũng chán . Đẹp thì đẹp nhưng lại bánh bèo . Nam chính cũng tưng tửng mắc cười yêu ai thì nói rõ đi nhập nhằng thấy ghét
1,Giao hàng cực nhanh mình ít xàu son hàn mà e này ưng quá  không  khô môi như  không  thoa son giữ màu lâu luôn
-1,gì đâu nói không khói mà mới nướng thịt lên khói bịt mù
-1,Sản phẩm giao cho khách hàng để kho quá lâu bao bì không nguyên vẹn bụi bẩn không vệ sinh trước khi giao hàng. Không hài lòng khi nhận sản phẩm.
1,Chất lượng cao ngon bổ rẻ. Cảm ơn nhà cung cấp nhiều.
1,cửa hàng phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn
-1,Thiếu dây buộc giày . Đặt tim đỏ mà giao màu bạc. Thất vọng
-1,Ôi nó không hề vừa với đầu dây sạc pin. Mua về dục cho con chơi rồi. Hic
-1,Đáng lẽ không được sao nào cửa hàng nói đăng ký sim cho nhưng sim không nhận dù lắp vào các loại đt. Chất lượng quá kém.
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh. Nhưng mua màu đen mà cửa hàng giao màu đỏ :))
-1,Chất lượng tệ. Đặt mua từ 2/7 và dặn dò cửa hàng rất kỹ giao trc thứ 7 cho mình có việc dùng. Hết size mà tới tối t3 mới báo mình tốt đổi 37 với dặn lại lần nữa cuối cùng chiều thứ 4 mới giao hàng rồi giờ lấy hàng làm gì nữa ? cửa hàng không rep inbox phục vụ rất kém! 1 sao!
1,Hàng kém Hàng bị bong da
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt Rất đáng tiền. Cảm ơn cửa hàng nhé sẽ ủng hộ dài dài😘
-1,sai màu hoàn toàn đặt màu đen đưa màu nâu mặc dù ghi chú rất rõ ràng là order màu đen cửa hàng phục vụ rất kém
1,Chủ cửa hàng nhiệt tình giao hàng nhanh như chớp cửa hàng đóng hàng rất đẹp và kì chất lượng sản phẩm tuyệt vời hoàn toàn hài lòng. Sẽ ủng hộ cửa hàng hoài hoài
1,Chất lượng sản phẩm tuyệt vời son siêu lì màu đẹp Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt Rất đáng tiền
1,chất lượng best luôn nên dùng giá cả phải chăng
-1,hạt rất ít
-1,Quá xấu vì mua 20 cái mà có 3 mẫu. Chất càng tệ. Quảng cáo như nhau mà chất lượng mỏng và xù  không  thể xấu hơn được nữa . Giao hàng nhiệt tình nên cho 1 sao
-1,cửa hàng phục vụ rất kém giao sai hàng nhắn tin  không  thèm trả lời đặt 1 màu giao 1 màu khác.
-1,Nhỏ hơn mình nghĩ chỉ đựng được ipad mini ipad thuong không de được túi hơi bé chỉ đựng đuọc sổ nhỏ. Hơi thấy vọng
1,cửa hàng phục vụ rất tốt Thời gian giao hàng rất nhanh hôm qua đặt mai đã có còn chất luowjng thì hên xui đi
-1,Chất lượng sản phẩm không như mô tả không thấm nước!
-1,Đặt 7 plus cửa hàng gửi 6s plus dán lệch camera...
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn đồ chơi cho bé rất thích
1,Lúc nhận thấy hộp khá nhỏ nhưg dùng thử thì chỉ cần một lớp mỏng lên môi hôm sau thấy mềm hẳn nên dù hộp nhỏ nhưng có thể dùng đc khá lâu
1,Chất lượng sản phẩm tuyệt vời Giao hàng nhanh hàng ưng lắm !
1,Sản phẩm như mong đợi 😊
-1,Túi cũng tốt chỉ mỗi tội khoá với tay xách dở quá bằng nhựa à. Đúng là tiền nào của nấy hazjj
1,đồng hồ đẹp chất lượng thế nào phải dùng mới biết
1,Hơi hở keo
1,Có tem mác đầy đủ vận chuyển nhanh ♡
-1,"Tranh làm quá ẩu In thì thiếu đầu thiếu đuôi HuơuKhung thì to, chất lượng bt Đã phải bàn giao lại trả hàng cho tiki hi vọng nhà cung cấp làm cẩn thận để khách hàng không mất công gửi đi gửi lại"
1,Hàng ok! Giao hàng đúng thời gian.
1,Đóng gói sản phẩm rất đẹp và chắc chắn. chưa sd nên chưa đánh giá về chất lượng được
-1,Sản phẩm lỏng lẻo đầu kim cong.
1,Mới dùng thấy sp chạy êm dùng đc không biết có đc bền lâu hay không
1,Son lên màu khá đẹp. Dưỡng nhiều hơn mình nghĩ. Ủng hộ cửa hàng dài dài👌👍👍👍
1,Giao hàng quá nhanh mình ở xa mà trong vòng 24h đã nhận đc hàng cửa hàng gói hàng rất kỹ nhân viên Giao hàng tiết kiệm vui vẻ lịch sự. Sẽ tiếp tục ủng hộ shop👍
1,Sản phẩm tuyệt vời cửa hàng tâm lý lần sau ủng hộ nữa 😍
-1,Chất lượng sản phẩm rất kém Thời gian giao hàng rất chậm cửa hàng phục vụ rất kém
1,Đóng gói sản phẩm rất đẹp và chắc chắn đặt nhầm 2 chai 1 loại... hơi bùn...
1, không  biết sản phẩm như thế nào nhưng  không  hài lòng cách phục vụ
1,"Huawei Matebook đầu tư kĩ lưỡng ghê, muốn có em nó quá à"
-1,San phẩm không tốt mỏng chất lượng kém
-1,Dù đã sạc 3 tiếng nhưng vẫn  không  lên nguồn được ? không biết muốn đổi trả thì phải làm như nào ạ ?
-1,"Tay áo thì dài lai áo thì ngắnĐặt 2 bộ lớn, giao bộ lớn bộ nhỏ Nt cửa hàng không thèm trả lời"
-1,Tẩy trang bị bể
1,Thảm đẹp y hình giao hàng nhanh
1,Chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn. Áo đẹp sẽ ủng hộ tiếp
-1,Chất lượng sản phẩm rất kémKích sóng nhưng chậm kém
-1,không nhu quang ba san pham
-1,Dép  không  chắc chắn. Đi kiểu rất  không  chắc. Hai dây quai cổ chân rất chật mặc dù mk chọn size 39. Chân đi thừa rộng mà cô chân rất chật. Thất vọng
1,Đóng gói cha chắc chắn sp rất đáng tiền giao hàng nhanh
-1,đã inbox riêng với cửa hàng chọn màu nhưng vẫn không giao đúng màu
1,Đẹp giống hình
-1,Mỏng Đóng gói sản phẩm kém
1,Chất lượng Giày tuyệt vời giao hàng nhanh
-1,Đóng gói sản phẩm được nhưng cơm cháy thì bị bể ăn miếng lạc miếng mặn là do trộn không đều. Ăn không ngon lãng phí tiền bạc.
1,Da cứng quá
1,Mình chưa nhận được hang cửa hàng
-1,Cái mùi này giống mùi vỏ bưởi để lâu ngày hơi ủng ủng.
1,Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt Rất đáng tiền
1,Giày đẹp lắm shopsẽ còn ủng hộ cửa hàng hihi
1,Sp tốt cửa hàng phục vụ rất tốt Nhân viên chăm sóc khách hàng nhiệt tình
1,cửa hàng giao nhanh đc màu như ý
1,máy ép tốt
-1,Giao nhầm size. Bán hàng  không  tận tâm. Mua 2 lần lần nào cũg giao nhầm. Lần đầu ord 2b tã giao 1b mà hoá đơn vẫn tính 2b
1,Giao hàng nhanh chất lượng tuyệt vời cảm ơn cửa hàng nhé
-1,cửa hàng phục vụ rất kém.cho số điện thoại gọi cả chục cuộc mà không liên hệ lạimua 1 lần là chạy luôn không có lần thứ 2
1,Đáng đồng tiền!
1,Quá rẻ so với giá tiền ... giày quá đẹp luôn ý
1,Đặt 2 cái cùng size cửa hàng chuyển cho mình 2 cái 2size. Chán 😞 😞
1,Giày đẹp . Đi rất thoai mai Thời gian giao hàng rất nhanh
1,1 bịch 250g khá nhìu mình thích ăn loại như cửa hàng bán cọng dày không vụn vụn như mấy chỗ khác bán. Nhưng mùi lại khá nhạt không đậm đà lắm nhưng ăn khá tốt nhé m.n
1,Lo dep chac chandong goi can than.5sao
1,Thoa lê mn mát lạnh luôn
1,Chất lượng sản phẩm tuyệt vời Rất đáng tiền. Xem livetreem trên mạng xã hội thấy co cửa hàng bán sale là 250k :)
-1,không qua 1 sét
1,Sản phẩm tốt và đẹp! Đóng gói rất đẹp!
1,Mọi ng khen chất vải đẹp
-1,Đặt hàng iphone 6 lại giao 6 plus
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Giao hàng nhanh nhiệt tình.
-1,Mình đặt mua cáp USB-C + microUSB vậy mà Tiki gửi cáp iPhone + microUSB. Cho 1 điểm.
1,Giao hàng nhanh gói hàng cẩn thận sản phẩm dùng khá tốt không bọt không mùi
1,Chất lượng sản phẩm rất kém Nó còn bị bể nát hết
1,Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Ủng hộ cửa hàng dài dài ^^
-1,Hộp đựng mỏng nắp hộp không chắc chắn vận chuyển móp méo hết cả nắp.
-1,Hỏi cửa hàng thông báo còn tone 01 mới đặt hàng. Đã note nhiều lần tone 01 mà cửa hàng vẫn cố tình gửi tone 1.5. Phản ánh lại thì không thèm trả lời luôn. Lừa dối khách để bán được hàng
